,SO2,CO,O3,PM10,PM25,NO2,pr
402,1.8,0.55,47.0,40.0,22.0,13.3,
403,1.7,0.51,48.0,40.0,21.0,17.0,
404,1.8,0.53,46.0,40.0,20.0,21.8,
405,1.9,0.52,44.0,38.0,20.0,14.3,
406,2.2,0.52,42.0,35.0,21.0,9.4,
407,1.7,0.52,40.0,31.0,19.0,8.6,
408,1.8,0.52,38.0,28.0,18.0,8.4,
409,1.9,0.53,35.0,26.0,18.0,8.5,
410,1.9,0.53,35.0,26.0,18.0,8.5,
411,1.9,0.53,0.0,26.0,18.0,8.5,
412,1.9,0.53,0.0,26.0,18.0,8.5,
413,1.9,0.53,0.0,26.0,18.0,8.5,
414,1.9,0.53,0.0,26.0,18.0,8.5,
415,1.9,0.53,0.0,26.0,18.0,8.5,
416,0.7,0.45,22.0,24.0,17.0,6.3,
417,1.0,0.45,18.0,24.0,17.0,8.7,
418,2.0,0.46,17.0,24.0,18.0,12.0,
419,2.5,0.52,17.0,26.0,19.0,29.8,
420,2.2,0.61,19.0,28.0,21.0,34.6,
421,2.1,0.65,24.0,33.0,23.0,19.8,
422,1.9,0.7,31.0,40.0,25.0,20.9,
423,2.4,0.74,38.0,48.0,26.0,17.4,
424,1.9,0.76,47.0,56.0,27.0,10.7,
425,1.9,0.8,54.0,58.0,27.0,12.6,
426,1.5,0.82,60.0,56.0,26.0,9.7,
427,1.3,0.79,64.0,51.0,25.0,14.9,
428,1.5,0.77,63.0,46.0,24.0,24.2,
429,1.9,0.84,58.0,46.0,23.0,29.0,
430,2.2,0.9,51.0,45.0,22.0,33.0,
431,2.5,0.95,42.0,45.0,22.0,34.1,
432,2.3,1.01,32.0,44.0,22.0,36.0,
433,2.8,1.05,24.0,45.0,23.0,36.3,
434,2.3,1.06,17.0,44.0,24.0,28.6,
435,1.5,1.06,12.0,44.0,25.0,12.6,
436,1.1,1.01,10.0,42.0,24.0,10.7,
437,1.1,1.01,10.0,42.0,24.0,10.7,
438,1.1,1.01,0.0,42.0,24.0,10.7,
