,SO2,CO,O3,PM10,PM25,NO2,pr
232,2.7,0.48,10.0,45.0,25.0,18.0,
233,2.6,0.42,10.0,42.0,26.0,14.0,
234,2.6,0.36,8.6,42.0,18.0,12.0,
235,2.8,0.43,7.5,43.0,22.0,19.0,
236,2.1,0.4,5.0,39.0,16.0,15.0,
237,1.7,0.36,8.4,41.0,15.0,14.0,
238,1.9,0.32,13.0,45.0,15.0,12.0,
239,1.6,0.22,23.0,29.0,14.0,7.4,
240,1.5,0.23,21.0,15.0,17.0,7.5,
241,1.5,0.29,12.0,25.0,9.0,13.0,
242,1.7,0.51,9.6,24.0,4.0,19.0,
243,1.8,0.31,23.0,22.0,4.0,9.7,
244,2.2,0.23,30.0,21.0,3.0,6.4,
245,2.6,0.23,33.0,30.0,8.0,8.6,
246,2.8,0.23,41.0,27.0,8.0,7.0,
247,4.6,0.27,36.0,41.0,18.0,13.0,
248,3.0,0.25,42.0,39.0,14.0,9.8,
249,2.3,0.23,46.0,38.0,21.0,8.1,
250,2.4,0.23,47.0,37.0,12.0,8.5,
251,1.8,0.23,40.0,38.0,17.0,9.6,
252,1.9,0.29,34.0,33.0,18.0,12.0,
253,1.8,0.3,29.0,38.0,18.0,13.0,
254,1.8,0.34,25.0,39.0,25.0,13.0,
255,1.7,0.3,24.0,39.0,24.0,11.0,
256,1.6,0.34,17.0,35.0,27.0,11.0,
257,1.5,0.29,20.0,32.0,15.0,7.8,
258,1.7,0.39,8.2,39.0,13.0,14.0,
259,2.1,0.3,11.0,24.0,10.0,8.0,
260,1.5,0.25,16.0,27.0,4.0,7.4,
261,1.1,0.19,29.0,21.0,9.0,2.9,
262,1.3,0.2,19.0,19.0,8.0,5.4,
263,1.5,0.25,9.5,23.0,10.0,10.0,
264,1.9,0.35,9.0,23.0,8.0,13.0,
265,2.0,0.39,11.0,34.0,8.0,14.0,
266,1.9,0.29,19.0,26.0,13.0,9.0,
267,2.3,0.29,24.0,30.0,16.0,7.8,
268,2.7,0.26,37.0,33.0,16.0,7.3,
269,3.7,0.27,35.0,33.0,11.0,13.0,
270,4.0,0.29,38.0,35.0,11.0,16.0,
271,5.0,0.29,37.0,46.0,15.0,17.0,
272,4.0,0.25,41.0,46.0,24.0,13.0,
273,5.0,0.31,39.0,67.0,29.0,17.0,
274,3.3,0.29,33.0,47.0,29.0,15.0,
275,2.3,0.31,30.0,33.0,27.0,14.0,
276,2.8,0.41,21.0,50.0,23.0,18.0,
277,2.0,0.36,18.0,45.0,26.0,17.0,
278,1.7,0.31,20.0,41.0,22.0,13.0,
279,1.6,0.31,18.0,40.0,19.0,12.0,
280,1.5,0.31,18.0,34.0,24.0,9.9,
281,1.8,0.32,11.0,34.0,29.0,12.0,
282,0.8,0.28,15.0,28.0,26.0,8.1,
283,1.9,0.28,19.0,27.0,23.0,6.1,
284,1.8,0.3,20.0,22.0,15.0,6.0,
285,1.9,0.31,27.0,15.0,15.0,5.5,
286,1.5,0.31,33.0,10.0,10.0,4.3,
287,1.7,0.32,33.0,9.0,15.0,4.2,
288,1.7,0.35,31.0,16.0,6.0,4.8,
289,1.8,0.39,29.0,11.0,14.0,5.9,
290,1.8,0.37,30.0,15.0,8.0,5.0,
291,1.9,0.37,30.0,10.0,15.0,4.8,
