,SO2,PM10,PM25,NO2,pr
2844,4.6,62.0,41.0,12.0,
2845,4.2,58.0,37.0,11.8,
2846,4.1,58.0,38.0,14.1,
2847,4.1,62.0,39.0,13.6,
2848,4.0,68.0,42.0,17.6,
2849,4.0,72.0,47.0,24.7,
2850,4.1,74.0,48.0,26.7,
2851,4.0,75.0,50.0,26.9,
2852,4.1,76.0,53.0,22.0,
2853,3.9,80.0,54.0,13.3,
2854,3.9,82.0,54.0,15.7,
2855,4.1,84.0,54.0,22.0,
2856,4.1,84.0,55.0,17.1,
2857,4.0,87.0,56.0,16.5,
2858,4.0,88.0,56.0,18.3,
2859,3.9,88.0,56.0,9.3,
2860,3.8,88.0,53.0,7.9,
2861,3.8,84.0,50.0,8.4,
2862,3.9,83.0,48.0,10.7,
2863,3.8,57.0,32.0,12.5,
2864,3.8,53.0,30.0,13.1,
2865,3.8,49.0,27.0,16.2,
2866,3.6,45.0,25.0,17.1,
2867,3.9,42.0,22.0,17.0,
2868,3.6,42.0,22.0,13.6,
2869,3.8,44.0,24.0,14.7,
2870,3.9,45.0,25.0,13.9,
2871,3.9,46.0,26.0,10.7,
2872,3.9,48.0,26.0,8.9,
2873,3.8,50.0,28.0,8.1,
2874,3.4,51.0,29.0,6.2,
2875,3.5,48.0,27.0,5.9,
2876,3.4,45.0,26.0,5.0,
2877,3.3,40.0,23.0,4.9,
2878,3.4,36.0,21.0,4.6,
2879,3.5,38.0,22.0,5.2,
2880,3.5,40.0,23.0,6.6,
2881,3.5,40.0,22.0,7.7,
2882,3.4,40.0,22.0,8.1,
2883,3.4,40.0,22.0,8.1,
2884,3.6,36.0,20.0,6.7,
2885,3.8,34.0,17.0,7.0,
2886,3.8,34.0,17.0,7.1,
2887,3.8,34.0,17.0,7.1,
2888,3.6,35.0,17.0,7.3,
2889,3.9,37.0,20.0,9.7,
2890,3.8,40.0,22.0,11.0,
2891,3.5,42.0,24.0,9.7,
2892,3.8,42.0,25.0,10.9,
2893,3.9,42.0,25.0,12.0,
2894,3.9,42.0,27.0,9.8,
2895,3.6,44.0,28.0,8.3,
2896,3.5,44.0,28.0,8.1,
2897,3.8,42.0,28.0,6.0,
2898,3.8,42.0,27.0,5.0,
2899,3.9,42.0,26.0,5.7,
2900,4.1,42.0,27.0,5.1,
2901,4.0,42.0,27.0,5.5,
2902,4.2,41.0,26.0,8.3,
2903,4.2,41.0,27.0,7.6,
2904,4.1,40.0,27.0,15.0,
2905,4.1,40.0,27.0,15.2,
2906,4.0,41.0,28.0,14.0,
2907,3.9,42.0,27.0,11.5,
2908,3.6,42.0,28.0,9.4,
2909,3.9,42.0,28.0,9.3,
2910,4.0,43.0,28.0,8.2,
2911,4.0,44.0,29.0,8.3,
2912,4.1,45.0,29.0,9.4,
2913,4.0,47.0,30.0,13.9,
2914,4.1,50.0,31.0,18.8,
2915,4.5,51.0,34.0,21.1,
2916,4.6,55.0,36.0,23.7,
2917,4.2,57.0,39.0,18.8,
2918,4.1,56.0,39.0,14.1,
2919,3.8,56.0,39.0,16.1,
2920,3.8,55.0,38.0,15.6,
2921,4.1,55.0,37.0,14.5,
2922,4.0,55.0,36.0,14.9,
2923,5.7,54.0,35.0,14.1,
2924,5.1,54.0,34.0,14.2,
2925,3.8,52.0,33.0,16.0,
2926,3.6,48.0,31.0,19.8,
2927,3.8,46.0,29.0,14.2,
2928,3.9,44.0,27.0,26.7,
2929,4.5,42.0,27.0,31.3,
2930,4.9,43.0,27.0,26.8,
2931,4.6,44.0,29.0,24.8,
2932,9.8,46.0,30.0,29.7,
2933,13.0,46.0,30.0,26.4,
2934,12.1,49.0,31.0,21.5,
2935,7.1,50.0,31.0,15.0,
2936,9.4,49.0,31.0,17.0,
2937,8.3,52.0,32.0,20.3,
2938,6.3,54.0,32.0,20.9,
2939,6.3,57.0,32.0,26.0,
2940,4.9,58.0,33.0,18.3,
2941,4.6,60.0,33.0,18.2,
2942,5.0,61.0,33.0,22.3,
2943,5.2,63.0,34.0,28.3,
2944,7.8,68.0,35.0,30.5,
2945,6.0,71.0,37.0,27.7,
2946,5.7,74.0,38.0,29.2,
2947,4.7,74.0,40.0,17.7,
2948,4.0,80.0,42.0,11.2,
2949,3.9,82.0,43.0,11.0,
2950,3.6,84.0,43.0,11.6,
2951,3.5,85.0,43.0,14.2,
2952,3.8,84.0,43.0,24.2,
2953,4.4,86.0,46.0,28.9,
2954,4.9,94.0,52.0,30.6,
2955,5.0,106.0,58.0,29.0,
2956,6.8,112.0,62.0,36.8,
2957,13.6,121.0,68.0,34.5,
2958,13.6,121.0,69.0,24.2,
2959,14.9,121.0,64.0,29.7,
2960,15.3,83.0,61.0,31.7,
2961,6.5,79.0,55.0,22.0,
2962,3.4,74.0,49.0,29.8,
2963,3.1,70.0,47.0,42.1,
2964,4.7,67.0,46.0,44.8,
2965,10.4,66.0,47.0,52.6,
2966,6.6,66.0,49.0,45.9,
2967,3.9,66.0,51.0,39.8,
2968,4.6,64.0,50.0,40.8,
2969,14.4,66.0,50.0,36.4,
2970,7.3,71.0,51.0,35.6,
2971,4.9,76.0,55.0,40.4,
2972,4.9,76.0,55.0,40.4,
2973,4.9,76.0,55.0,40.4,
2974,3.0,83.0,61.0,8.3,
2975,2.9,77.0,55.0,10.4,
2976,2.6,67.0,47.0,6.8,
2977,2.4,58.0,39.0,8.4,
2978,2.4,51.0,35.0,7.6,
2979,2.9,46.0,31.0,9.8,
2980,6.5,44.0,28.0,14.4,
2981,7.7,48.0,30.0,17.2,
2982,11.8,52.0,33.0,22.1,
2983,5.1,57.0,37.0,12.3,
2984,3.9,58.0,38.0,8.3,
2985,3.9,54.0,35.0,9.3,
2986,3.8,52.0,32.0,10.3,
2987,3.6,50.0,29.0,13.7,
2988,3.3,54.0,31.0,21.0,
2989,3.0,58.0,34.0,25.2,
2990,2.9,62.0,39.0,28.3,
2991,2.9,67.0,44.0,28.8,
2992,2.8,72.0,47.0,31.4,
2993,6.0,76.0,52.0,26.3,
2994,2.8,82.0,56.0,27.9,
2995,3.0,83.0,57.0,28.2,
2996,3.0,83.0,58.0,19.5,
2997,2.8,84.0,59.0,12.4,
2998,2.5,83.0,58.0,8.8,
2999,2.4,82.0,57.0,9.7,
3000,2.4,84.0,57.0,9.9,
3001,2.9,86.0,58.0,10.2,
3002,2.9,93.0,60.0,9.1,
3003,2.9,98.0,63.0,9.1,
3004,2.9,101.0,65.0,9.3,
3005,3.5,99.0,62.0,7.2,
3006,2.6,92.0,58.0,7.1,
3007,2.5,91.0,57.0,7.5,
3008,2.5,91.0,57.0,7.5,
3009,2.5,91.0,57.0,7.5,
3010,2.5,91.0,57.0,7.5,
3011,2.5,91.0,57.0,7.5,
3012,2.5,91.0,57.0,7.5,
3013,2.4,102.0,57.0,21.3,
3014,2.5,104.0,57.0,15.7,
3015,2.8,106.0,56.0,17.1,
3016,2.6,104.0,57.0,15.0,
3017,2.5,103.0,56.0,12.5,
3018,1.9,100.0,55.0,9.2,
3019,1.9,94.0,52.0,6.8,
3020,2.0,86.0,48.0,6.5,
3021,2.0,77.0,44.0,5.4,
3022,1.8,70.0,40.0,5.1,
3023,1.9,63.0,37.0,5.2,
3024,2.0,58.0,34.0,6.0,
3025,2.2,54.0,30.0,5.1,
3026,2.0,49.0,26.0,6.3,
3027,2.3,47.0,23.0,6.6,
3028,2.3,46.0,23.0,5.7,
3029,1.9,45.0,23.0,4.5,
3030,1.8,45.0,25.0,3.9,
3031,1.9,44.0,25.0,4.6,
3032,1.8,44.0,25.0,4.0,
3033,1.9,44.0,24.0,4.9,
3034,1.7,42.0,22.0,6.0,
3035,1.8,42.0,22.0,7.6,
3036,1.9,42.0,21.0,6.7,
3037,1.9,44.0,22.0,5.4,
3038,1.9,46.0,23.0,5.2,
3039,2.0,48.0,24.0,5.9,
3040,2.9,49.0,23.0,7.5,
3041,2.3,50.0,23.0,5.7,
3042,1.8,50.0,24.0,3.9,
3043,2.0,50.0,22.0,4.2,
3044,1.9,51.0,22.0,4.9,
3045,1.5,52.0,22.0,4.4,
3046,1.5,52.0,22.0,5.9,
3047,1.7,52.0,23.0,5.6,
3048,1.9,52.0,24.0,6.7,
3049,1.9,53.0,25.0,7.1,
3050,2.0,55.0,26.0,9.3,
3051,3.0,58.0,29.0,11.2,
3052,4.4,59.0,31.0,9.9,
3053,2.5,61.0,33.0,5.4,
3054,2.5,62.0,34.0,5.6,
3055,2.6,62.0,34.0,6.7,
3056,2.5,61.0,33.0,7.7,
3057,3.0,59.0,34.0,9.6,
3058,2.3,60.0,35.0,11.6,
3059,2.4,64.0,37.0,16.5,
3060,2.4,66.0,39.0,21.8,
3061,2.3,72.0,42.0,23.4,
3062,3.0,82.0,48.0,31.4,
3063,3.6,90.0,55.0,30.9,
3064,3.6,94.0,59.0,29.8,
3065,2.8,94.0,57.0,27.3,
3066,2.4,88.0,56.0,30.5,
3067,2.4,85.0,53.0,30.3,
3068,3.3,83.0,52.0,24.5,
3069,2.5,83.0,52.0,17.6,
3070,2.5,82.0,50.0,18.3,
3071,2.8,80.0,48.0,18.8,
3072,3.4,78.0,46.0,26.2,
3073,5.1,76.0,44.0,34.3,
3074,4.5,78.0,46.0,27.6,
3075,5.2,78.0,48.0,20.4,
3076,5.9,78.0,46.0,12.0,
3077,8.6,74.0,45.0,14.2,
3078,11.4,66.0,40.0,13.1,
3079,3.9,58.0,35.0,5.4,
3080,9.4,50.0,31.0,14.7,
3081,7.3,48.0,30.0,13.9,
3082,6.3,48.0,30.0,14.4,
3083,4.2,50.0,30.0,15.1,
3084,5.6,51.0,30.0,28.4,
3085,9.4,51.0,29.0,35.2,
3086,6.0,48.0,28.0,32.2,
3087,4.2,45.0,26.0,34.7,
3088,3.5,44.0,27.0,34.5,
3089,2.9,45.0,28.0,27.1,
3090,2.8,48.0,29.0,14.9,
3091,2.8,54.0,34.0,15.6,
3092,2.4,66.0,41.0,13.6,
3093,2.2,74.0,46.0,17.1,
3094,1.9,82.0,51.0,17.7,
3095,2.2,85.0,53.0,15.3,
3096,2.5,84.0,53.0,13.0,
3097,2.6,82.0,52.0,11.8,
3098,3.3,82.0,52.0,12.3,
3099,3.0,82.0,51.0,8.3,
3100,3.0,79.0,49.0,8.1,
3101,2.5,78.0,47.0,5.7,
3102,2.6,73.0,44.0,5.7,
3103,2.5,68.0,39.0,7.1,
3104,2.6,64.0,37.0,7.0,
3105,2.6,62.0,35.0,8.6,
3106,2.5,60.0,34.0,11.9,
3107,2.9,58.0,32.0,12.8,
3108,2.8,59.0,33.0,13.5,
3109,3.0,62.0,33.0,16.1,
3110,3.0,62.0,33.0,16.1,
3111,3.0,68.0,35.0,14.2,
3112,2.8,70.0,36.0,16.1,
3113,2.8,74.0,39.0,14.9,
3114,2.4,78.0,41.0,13.5,
3115,2.5,80.0,44.0,11.5,
3116,2.3,78.0,45.0,9.3,
3117,2.3,76.0,44.0,8.1,
3118,2.0,74.0,43.0,7.2,
3119,2.3,68.0,41.0,8.8,
3120,2.4,63.0,37.0,10.7,
3121,2.5,58.0,32.0,10.7,
3122,2.5,52.0,29.0,9.7,
3123,2.8,47.0,25.0,11.4,
3124,2.8,46.0,23.0,10.0,
3125,2.5,44.0,23.0,9.9,
3126,2.5,42.0,22.0,10.5,
3127,2.6,40.0,22.0,12.9,
3128,2.5,38.0,21.0,14.1,
3129,2.5,36.0,20.0,13.1,
3130,2.4,35.0,19.0,13.6,
3131,2.8,36.0,17.0,16.1,
3132,3.0,36.0,17.0,13.7,
3133,2.9,36.0,16.0,12.1,
3134,3.1,36.0,16.0,12.3,
3135,2.9,38.0,18.0,8.8,
3136,2.8,39.0,19.0,7.6,
3137,2.5,40.0,20.0,7.7,
3138,2.0,40.0,21.0,5.6,
3139,2.2,40.0,19.0,4.6,
3140,2.0,40.0,20.0,4.6,
3141,2.0,38.0,20.0,4.2,
3142,1.9,37.0,19.0,6.8,
3143,2.3,37.0,19.0,12.9,
3144,2.4,39.0,19.0,17.9,
3145,2.6,40.0,20.0,16.8,
3146,2.5,44.0,22.0,12.8,
3147,2.8,44.0,23.0,14.4,
3148,3.1,45.0,23.0,17.6,
3149,2.9,44.0,23.0,17.9,
3150,2.4,42.0,23.0,14.6,
3151,2.0,42.0,23.0,9.1,
3152,2.0,38.0,21.0,9.8,
3153,2.0,34.0,19.0,14.2,
3154,1.9,32.0,17.0,13.1,
3155,2.2,30.0,15.0,15.6,
3156,2.2,31.0,14.0,15.1,
3157,2.3,30.0,14.0,12.0,
3158,2.2,30.0,15.0,11.8,
3159,2.4,29.0,15.0,11.9,
3160,2.4,28.0,16.0,13.1,
3161,2.3,28.0,16.0,11.8,
3162,2.0,30.0,17.0,8.6,
3163,2.4,31.0,17.0,8.1,
3164,2.2,34.0,18.0,5.6,
3165,2.2,34.0,18.0,6.3,
3166,2.3,34.0,19.0,7.7,
3167,2.3,37.0,20.0,12.8,
3168,2.6,40.0,23.0,19.5,
3169,2.6,43.0,25.0,13.1,
3170,2.5,43.0,26.0,9.4,
3171,2.5,42.0,24.0,9.7,
3172,3.0,40.0,23.0,11.4,
3173,3.1,37.0,22.0,11.2,
3174,3.1,38.0,22.0,10.8,
3175,2.9,40.0,23.0,10.3,
3176,2.8,43.0,26.0,10.5,
3177,3.0,46.0,26.0,14.1,
3178,2.8,46.0,25.0,17.7,
3179,3.0,46.0,25.0,21.6,
3180,3.1,46.0,25.0,21.8,
3181,2.9,44.0,26.0,28.1,
3182,3.4,45.0,27.0,30.4,
3183,3.3,47.0,28.0,34.1,
3184,3.6,50.0,29.0,34.6,
3185,4.6,52.0,30.0,35.6,
3186,3.3,56.0,34.0,18.9,
3187,3.0,58.0,36.0,10.8,
3188,2.9,56.0,34.0,14.5,
3189,3.0,55.0,34.0,20.4,
3190,3.0,54.0,33.0,13.4,
3191,3.3,55.0,33.0,19.2,
3192,3.6,58.0,34.0,20.0,
3193,3.5,60.0,35.0,15.1,
3194,3.6,62.0,35.0,13.6,
3195,3.0,62.0,35.0,12.3,
3196,3.1,62.0,35.0,15.0,
3197,3.1,62.0,35.0,14.4,
3198,3.4,62.0,36.0,16.0,
3199,4.9,64.0,39.0,18.3,
3200,3.8,66.0,41.0,17.0,
3201,3.3,69.0,43.0,16.6,
3202,3.5,70.0,42.0,24.6,
3203,4.0,72.0,44.0,33.2,
3204,3.8,76.0,45.0,28.1,
3205,3.6,82.0,49.0,27.9,
3206,3.8,86.0,52.0,25.2,
3207,4.0,90.0,53.0,20.4,
3208,3.9,92.0,54.0,24.2,
3209,4.0,91.0,55.0,20.8,
3210,2.8,94.0,55.0,21.1,
3211,3.4,96.0,57.0,21.4,
3212,3.1,100.0,60.0,21.4,
3213,3.6,103.0,61.0,22.4,
3214,3.6,104.0,62.0,22.1,
3215,3.5,103.0,61.0,21.6,
3216,4.5,102.0,60.0,25.0,
3217,4.5,104.0,62.0,22.0,
3218,4.2,102.0,61.0,15.3,
3219,3.9,99.0,60.0,12.9,
3220,4.0,93.0,57.0,13.6,
3221,3.4,88.0,53.0,12.4,
3222,3.0,78.0,48.0,9.6,
3223,2.9,72.0,44.0,9.4,
3224,2.6,68.0,40.0,9.1,
3225,2.5,62.0,37.0,9.7,
3226,2.5,60.0,34.0,10.5,
3227,2.6,56.0,30.0,11.4,
3228,2.4,50.0,26.0,10.0,
3229,2.4,45.0,21.0,9.6,
3230,2.6,41.0,18.0,8.8,
3231,2.8,40.0,17.0,8.3,
3232,2.5,38.0,17.0,6.5,
3233,2.5,36.0,17.0,5.7,
3234,2.4,36.0,17.0,6.2,
3235,2.6,34.0,17.0,6.1,
3236,2.5,35.0,18.0,6.2,
3237,2.4,36.0,17.0,5.6,
3238,2.5,34.0,16.0,8.2,
3239,2.4,34.0,16.0,11.5,
3240,3.0,34.0,15.0,16.6,
3241,3.4,34.0,16.0,14.0,
3242,3.6,34.0,17.0,13.9,
3243,3.6,36.0,18.0,12.5,
3244,3.5,37.0,17.0,10.8,
3245,3.5,38.0,19.0,9.4,
3246,3.4,41.0,20.0,8.4,
3247,3.1,42.0,22.0,8.3,
3248,3.1,42.0,23.0,7.8,
3249,3.3,43.0,24.0,10.2,
3250,3.1,42.0,24.0,14.1,
3251,3.1,43.0,24.0,17.9,
3252,3.4,44.0,24.0,21.5,
3253,3.5,44.0,24.0,22.0,
3254,3.1,44.0,24.0,21.1,
3255,2.9,42.0,23.0,27.8,
3256,2.8,43.0,22.0,27.7,
3257,3.0,43.0,22.0,24.7,
3258,3.9,44.0,22.0,26.2,
3259,3.3,46.0,22.0,23.1,
3260,3.0,46.0,23.0,22.1,
3261,3.0,46.0,24.0,19.9,
3262,3.1,48.0,25.0,20.4,
3263,3.5,48.0,27.0,20.8,
3264,3.9,52.0,30.0,29.3,
3265,3.6,56.0,32.0,23.0,
3266,3.6,59.0,34.0,18.3,
3267,4.6,62.0,35.0,19.2,
3268,6.6,64.0,39.0,15.3,
3269,6.5,68.0,47.0,17.9,
3270,5.4,74.0,51.0,13.9,
3271,3.4,76.0,54.0,9.8,
3272,3.3,76.0,53.0,11.0,
3273,3.1,78.0,50.0,13.7,
3274,3.4,76.0,49.0,19.7,
3275,3.9,78.0,49.0,31.5,
3276,3.8,83.0,51.0,43.5,
3277,3.5,86.0,53.0,37.1,
3278,3.8,92.0,56.0,33.6,
3279,3.9,98.0,59.0,31.0,
3280,4.1,98.0,60.0,31.9,
3281,3.5,97.0,58.0,29.2,
3282,3.6,94.0,57.0,19.3,
3283,3.5,93.0,56.0,14.5,
3284,3.3,94.0,55.0,15.3,
3285,3.0,96.0,54.0,16.1,
3286,2.8,100.0,56.0,19.4,
3287,3.3,103.0,55.0,24.4,
3288,4.1,106.0,54.0,30.0,
3289,4.4,110.0,57.0,24.1,
3290,4.6,108.0,56.0,23.4,
3291,3.9,102.0,56.0,17.6,
3292,4.5,99.0,56.0,18.8,
3293,5.1,94.0,53.0,25.0,
3294,4.4,100.0,56.0,21.1,
3295,4.5,103.0,58.0,8.9,
3296,4.1,98.0,56.0,10.0,
3297,5.7,94.0,52.0,17.6,
3298,4.2,82.0,45.0,27.3,
3299,5.6,76.0,40.0,31.1,
3300,4.6,75.0,41.0,25.3,
3301,3.9,76.0,42.0,32.2,
3302,3.9,79.0,44.0,34.1,
3303,4.6,82.0,49.0,25.2,
3304,4.2,82.0,47.0,22.0,
3305,3.8,78.0,45.0,19.4,
3306,6.5,72.0,40.0,19.3,
3307,4.7,68.0,36.0,19.7,
3308,3.8,68.0,36.0,18.9,
3309,4.0,69.0,36.0,16.1,
3310,4.0,72.0,39.0,15.6,
3311,4.2,74.0,39.0,14.6,
3312,5.1,74.0,38.0,20.9,
3313,4.9,75.0,39.0,21.1,
3314,5.1,68.0,33.0,15.1,
3315,5.4,60.0,30.0,13.3,
3316,5.5,56.0,27.0,16.7,
3317,5.0,50.0,25.0,13.1,
3318,4.0,52.0,27.0,9.2,
3319,3.6,55.0,29.0,9.7,
3320,4.0,56.0,30.0,13.3,
3321,4.0,56.0,30.0,13.3,
3322,4.0,56.0,30.0,13.3,
3323,4.0,56.0,30.0,13.3,
3324,3.9,54.0,27.0,33.8,
3325,3.9,54.0,26.0,24.6,
3326,4.2,56.0,27.0,27.4,
3327,5.4,60.0,29.0,24.1,
3328,7.2,64.0,33.0,22.1,
3329,12.3,68.0,36.0,22.0,
3330,7.7,74.0,40.0,20.4,
3331,5.7,79.0,45.0,23.0,
3332,5.4,84.0,48.0,21.9,
3333,4.6,84.0,49.0,22.1,
3334,6.6,86.0,48.0,23.2,
3335,5.1,90.0,49.0,22.3,
3336,5.2,92.0,49.0,22.4,
3337,4.9,100.0,52.0,18.8,
3338,4.7,103.0,53.0,17.9,
3339,4.7,101.0,54.0,16.5,
3340,5.1,100.0,53.0,15.8,
3341,5.0,94.0,50.0,14.5,
3342,4.1,94.0,51.0,12.0,
3343,4.1,95.0,52.0,14.9,
3344,4.1,98.0,55.0,15.7,
3345,4.1,104.0,59.0,17.8,
3346,3.9,108.0,61.0,23.9,
3347,4.1,113.0,65.0,34.1,
3348,4.2,120.0,70.0,37.5,
3349,4.6,128.0,75.0,35.9,
3350,4.6,138.0,83.0,40.5,
3351,5.0,148.0,88.0,34.1,
3352,4.6,154.0,93.0,23.4,
3353,4.6,156.0,94.0,20.9,
3354,3.8,155.0,92.0,21.1,
3355,4.2,154.0,92.0,22.6,
3356,4.1,154.0,92.0,24.6,
3357,4.1,157.0,96.0,24.1,
3358,3.8,160.0,99.0,22.1,
3359,4.0,163.0,99.0,17.2,
3360,4.5,167.0,99.0,21.4,
3361,5.5,171.0,98.0,23.7,
3362,6.5,170.0,95.0,25.5,
3363,13.1,168.0,93.0,25.5,
3364,11.2,159.0,89.0,23.5,
3365,6.1,148.0,82.0,8.2,
3366,4.7,132.0,72.0,5.0,
3367,4.2,116.0,61.0,5.6,
3368,6.0,100.0,50.0,7.6,
3369,6.0,86.0,41.0,10.2,
3370,5.4,81.0,38.0,11.3,
3371,5.9,80.0,38.0,16.6,
3372,5.9,82.0,38.0,21.5,
3373,7.0,84.0,41.0,19.8,
3374,6.1,85.0,41.0,22.9,
3375,6.8,88.0,39.0,22.0,
3376,5.5,87.0,41.0,16.0,
3377,5.1,88.0,43.0,16.2,
3378,6.7,90.0,45.0,18.6,
3379,7.1,86.0,46.0,18.7,
3380,4.4,86.0,45.0,16.2,
3381,3.9,86.0,44.0,16.7,
3382,4.0,84.0,42.0,18.4,
3383,4.2,88.0,44.0,15.0,
3384,4.1,86.0,42.0,18.2,
3385,5.0,83.0,42.0,24.1,
3386,5.0,82.0,43.0,10.7,
3387,6.3,76.0,39.0,12.5,
3388,9.8,80.0,37.0,16.5,
3389,10.3,83.0,38.0,14.7,
3390,9.3,87.0,38.0,11.4,
3391,7.7,88.0,41.0,8.7,
3392,6.1,82.0,41.0,6.1,
3393,9.2,75.0,38.0,10.2,
3394,9.4,68.0,34.0,16.6,
3395,9.2,64.0,30.0,20.4,
3396,6.6,63.0,29.0,19.3,
3397,5.2,65.0,30.0,15.2,
3398,5.2,68.0,31.0,12.1,
3399,4.4,72.0,36.0,13.1,
3400,4.5,75.0,38.0,16.0,
3401,4.5,73.0,37.0,12.5,
3402,4.7,72.0,37.0,8.1,
3403,3.9,69.0,35.0,10.0,
3404,3.8,66.0,34.0,7.5,
3405,4.6,63.0,32.0,8.9,
3406,4.2,60.0,31.0,10.0,
3407,7.6,59.0,29.0,10.9,
3408,7.0,58.0,27.0,13.1,
3409,6.2,56.0,25.0,12.0,
3410,5.5,54.0,22.0,16.5,
3411,4.6,52.0,21.0,9.2,
3412,5.0,53.0,22.0,10.9,
3413,4.9,55.0,23.0,5.4,
3414,4.6,52.0,21.0,5.5,
3415,4.9,48.0,19.0,8.1,
3416,4.6,44.0,17.0,8.7,
3417,3.3,38.0,15.0,7.0,
3418,4.0,34.0,13.0,11.4,
3419,4.2,36.0,13.0,15.7,
3420,3.8,39.0,15.0,12.0,
3421,3.9,46.0,18.0,14.5,
3422,3.8,53.0,22.0,13.0,
3423,3.6,54.0,23.0,10.8,
3424,3.8,52.0,22.0,10.4,
3425,3.4,47.0,20.0,10.0,
3426,3.3,43.0,18.0,7.9,
3427,3.3,40.0,16.0,7.2,
3428,3.3,40.0,16.0,7.6,
3429,3.1,40.0,17.0,7.5,
3430,3.3,42.0,18.0,9.8,
3431,3.5,40.0,19.0,12.5,
3432,3.8,42.0,18.0,15.1,
3433,4.0,42.0,18.0,12.4,
3434,3.1,38.0,18.0,9.2,
3435,3.0,37.0,19.0,10.7,
3436,2.9,38.0,18.0,11.3,
3437,3.1,38.0,17.0,12.9,
3438,3.1,40.0,18.0,15.5,
3439,3.5,40.0,18.0,18.9,
3440,3.6,40.0,18.0,20.7,
3441,3.6,41.0,19.0,18.8,
3442,3.8,41.0,18.0,16.2,
3443,3.6,40.0,18.0,16.5,
3444,3.6,38.0,16.0,15.8,
3445,3.8,37.0,15.0,13.5,
3446,3.9,37.0,15.0,11.0,
3447,3.6,37.0,14.0,10.8,
3448,3.4,36.0,14.0,8.4,
3449,3.0,36.0,14.0,8.8,
3450,3.0,36.0,14.0,10.9,
3451,2.9,36.0,13.0,11.0,
3452,2.9,37.0,12.0,13.0,
3453,3.1,35.0,11.0,17.6,
3454,3.6,34.0,11.0,14.0,
3455,4.4,34.0,10.0,16.6,
3456,4.2,34.0,10.0,15.1,
3457,4.5,36.0,11.0,15.7,
3458,5.0,38.0,12.0,15.8,
3459,3.6,40.0,14.0,8.9,
3460,5.1,41.0,16.0,13.1,
3461,4.5,44.0,17.0,10.7,
3462,3.0,44.0,18.0,7.9,
3463,2.9,46.0,19.0,8.1,
3464,2.8,46.0,19.0,8.4,
3465,2.9,45.0,18.0,9.1,
3466,3.4,46.0,18.0,13.6,
3467,3.5,44.0,19.0,13.9,
3468,3.3,44.0,19.0,12.0,
3469,3.3,46.0,20.0,11.9,
3470,3.4,46.0,21.0,12.0,
3471,3.3,48.0,20.0,13.6,
3472,3.0,50.0,22.0,11.8,
3473,2.6,52.0,23.0,6.8,
3474,2.6,52.0,23.0,13.0,
3475,2.5,50.0,23.0,8.3,
3476,2.5,44.0,19.0,7.2,
3477,2.6,40.0,17.0,10.9,
3478,2.6,38.0,14.0,8.2,
3479,2.8,35.0,12.0,8.6,
3480,2.8,34.0,11.0,11.4,
3481,2.8,32.0,10.0,12.8,
3482,2.6,29.0,10.0,10.7,
3483,2.6,29.0,10.0,10.7,
3484,2.8,26.0,9.0,11.2,
3485,2.5,24.0,9.0,9.8,
3486,2.6,24.0,9.0,10.2,
3487,2.6,24.0,9.0,11.6,
3488,2.4,22.0,9.0,9.3,
3489,2.4,22.0,9.0,6.6,
3490,2.5,20.0,9.0,6.5,
3491,2.3,63.0,9.0,7.7,
3492,2.4,114.0,10.0,5.5,
3493,2.5,158.0,11.0,5.2,
3494,2.5,182.0,12.0,4.6,
3495,2.4,182.0,14.0,5.0,
3496,2.4,182.0,14.0,5.0,
3497,2.4,182.0,14.0,5.0,
3498,2.4,182.0,14.0,5.0,
3499,2.9,182.0,24.0,7.1,
3500,3.0,182.0,26.0,8.9,
3501,3.1,182.0,29.0,10.5,
3502,3.1,182.0,32.0,8.9,
3503,3.0,182.0,33.0,8.9,
3504,3.1,182.0,36.0,8.2,
3505,3.1,182.0,37.0,6.6,
3506,3.1,182.0,39.0,8.4,
3507,3.4,182.0,42.0,10.7,
3508,3.4,182.0,44.0,10.9,
3509,3.3,182.0,45.0,12.6,
3510,3.1,182.0,44.0,15.2,
3511,2.9,182.0,42.0,15.0,
3512,2.9,182.0,43.0,13.9,
3513,3.1,55.0,42.0,16.0,
3514,2.8,52.0,40.0,12.5,
3515,3.0,50.0,38.0,15.6,
3516,3.0,48.0,35.0,11.3,
3517,2.8,46.0,34.0,8.8,
3518,2.8,45.0,31.0,8.9,
3519,2.5,44.0,29.0,9.7,
3520,2.6,43.0,27.0,11.0,
3521,2.3,41.0,25.0,9.6,
3522,2.3,40.0,25.0,7.9,
3523,2.3,36.0,23.0,7.8,
3524,2.5,33.0,20.0,8.6,
3525,3.0,32.0,20.0,10.7,
3526,3.0,32.0,17.0,9.8,
3527,3.1,30.0,17.0,11.0,
3528,3.1,31.0,16.0,10.0,
3529,3.3,31.0,16.0,10.5,
3530,3.1,30.0,18.0,8.4,
3531,3.0,32.0,20.0,6.3,
3532,2.9,34.0,21.0,5.4,
3533,2.9,36.0,21.0,6.5,
3534,2.9,36.0,19.0,8.7,
3535,2.9,36.0,21.0,12.1,
3536,3.5,34.0,20.0,15.0,
3537,3.5,33.0,19.0,15.2,
3538,3.6,32.0,20.0,20.2,
3539,3.9,33.0,17.0,22.5,
3540,4.0,34.0,18.0,26.3,
3541,3.4,34.0,17.0,23.2,
3542,3.1,34.0,16.0,19.0,
