,SO2,PM10,PM25,NO2,pr
2145,3.1,19.0,10.0,8.7,
2146,3.9,20.0,10.0,9.3,
2147,3.5,20.0,12.0,6.0,
2148,3.4,22.0,12.0,7.7,
2149,3.1,23.0,13.0,6.5,
2150,3.0,23.0,15.0,6.3,
2151,3.0,25.0,15.0,7.6,
2152,2.8,26.0,17.0,9.1,
2153,2.9,26.0,18.0,10.9,
2154,2.9,28.0,18.0,13.1,
2155,2.9,28.0,19.0,12.1,
2156,2.9,26.0,19.0,9.4,
2157,3.0,26.0,19.0,9.2,
2158,2.9,25.0,18.0,6.8,
2159,2.8,24.0,17.0,3.5,
2160,2.8,24.0,16.0,2.2,
2161,2.4,22.0,15.0,0.7,
2162,2.4,20.0,14.0,0.8,
2163,2.3,18.0,12.0,0.7,
2164,2.4,17.0,12.0,0.8,
2165,2.5,17.0,10.0,1.0,
2166,2.5,18.0,10.0,3.1,
2167,2.6,16.0,9.0,6.3,
2168,2.9,18.0,9.0,5.2,
2169,2.6,19.0,9.0,4.1,
2170,2.8,20.0,8.0,4.1,
2171,3.0,22.0,8.0,5.1,
2172,3.0,22.0,9.0,6.8,
2173,3.1,24.0,10.0,7.5,
2174,3.4,30.0,13.0,8.1,
2175,3.4,32.0,16.0,9.7,
2176,3.4,36.0,18.0,12.4,
2177,3.3,39.0,20.0,15.3,
2178,3.0,39.0,21.0,12.9,
2179,3.3,42.0,22.0,10.3,
2180,3.5,42.0,23.0,8.3,
2181,3.3,42.0,24.0,6.6,
2182,2.8,42.0,24.0,6.2,
2183,2.5,40.0,23.0,5.5,
2184,2.0,40.0,22.0,4.4,
2185,2.0,38.0,20.0,3.4,
2186,1.8,36.0,18.0,2.5,
2187,1.7,34.0,16.0,1.4,
2188,1.5,31.0,16.0,2.0,
2189,1.5,30.0,14.0,3.3,
2190,1.8,27.0,13.0,9.2,
2191,1.8,27.0,13.0,9.2,
2192,1.9,24.0,10.0,8.1,
2193,2.2,24.0,11.0,6.6,
2194,1.8,25.0,11.0,3.5,
2195,2.4,26.0,10.0,5.9,
2196,2.5,25.0,10.0,6.0,
2197,2.3,26.0,10.0,4.7,
2198,2.4,26.0,10.0,4.9,
2199,2.4,28.0,10.0,6.0,
2200,2.4,26.0,10.0,9.8,
2201,2.5,26.0,10.0,15.5,
2202,2.4,26.0,10.0,20.5,
2203,2.3,25.0,10.0,21.0,
2204,2.2,28.0,11.0,20.9,
2205,2.4,26.0,10.0,18.7,
2206,3.6,28.0,10.0,21.3,
2207,3.6,28.0,10.0,21.3,
2208,2.6,26.0,11.0,19.3,
2209,2.6,26.0,11.0,19.3,
2210,2.6,26.0,11.0,19.3,
2211,2.5,26.0,15.0,19.9,
2212,2.5,26.0,15.0,19.9,
2213,3.3,29.0,15.0,18.1,
2214,3.4,30.0,16.0,16.6,
2215,3.4,32.0,16.0,16.8,
2216,3.4,32.0,16.0,16.8,
2217,7.5,38.0,19.0,18.6,
2218,7.5,38.0,19.0,18.6,
2219,4.7,38.0,20.0,7.6,
2220,4.7,38.0,20.0,7.6,
2221,4.7,38.0,20.0,7.6,
2222,3.3,38.0,20.0,3.5,
2223,3.3,28.0,16.0,4.2,
2224,2.6,30.0,17.0,5.1,
2225,2.5,32.0,16.0,6.2,
2226,2.5,34.0,17.0,7.8,
2227,2.6,35.0,18.0,7.8,
2228,2.5,38.0,16.0,9.3,
2229,2.8,36.0,15.0,9.6,
2230,2.8,34.0,13.0,13.5,
2231,2.5,32.0,11.0,16.6,
2232,2.4,28.0,12.0,13.1,
2233,2.8,27.0,12.0,13.1,
2234,2.5,32.0,16.0,10.2,
2235,2.5,34.0,18.0,11.5,
2236,2.6,38.0,20.0,13.1,
2237,2.4,42.0,23.0,13.9,
2238,2.9,46.0,25.0,15.7,
2239,3.9,47.0,25.0,17.3,
2240,5.4,48.0,26.0,24.2,
2241,5.6,48.0,28.0,21.9,
2242,5.1,46.0,26.0,10.8,
2243,4.4,45.0,25.0,7.0,
2244,4.7,42.0,24.0,9.3,
2245,4.1,43.0,22.0,7.3,
2246,4.0,42.0,21.0,6.5,
2247,3.6,43.0,21.0,5.6,
2248,3.3,45.0,26.0,7.9,
2249,3.4,44.0,26.0,9.4,
2250,3.5,42.0,25.0,11.4,
2251,3.8,42.0,24.0,12.5,
2252,3.8,42.0,18.0,13.4,
2253,3.4,42.0,16.0,11.5,
2254,3.1,43.0,16.0,11.8,
2255,3.3,44.0,17.0,7.9,
2256,3.1,45.0,18.0,10.7,
2257,5.7,48.0,21.0,10.0,
2258,3.4,52.0,24.0,11.2,
2259,3.6,54.0,27.0,13.0,
2260,3.8,58.0,29.0,14.5,
2261,4.4,60.0,30.0,15.5,
2262,3.8,62.0,31.0,19.8,
2263,4.5,63.0,31.0,22.4,
2264,4.4,63.0,32.0,19.2,
2265,4.7,62.0,31.0,17.1,
2266,4.9,60.0,28.0,16.0,
2267,4.7,59.0,29.0,13.7,
2268,4.2,58.0,29.0,12.4,
2269,4.0,56.0,30.0,10.8,
2270,4.5,55.0,31.0,16.5,
2271,4.5,54.0,31.0,20.8,
2272,4.1,56.0,30.0,19.5,
2273,4.0,58.0,31.0,26.9,
2274,4.0,60.0,32.0,30.4,
2275,4.1,64.0,34.0,31.9,
2276,4.2,68.0,37.0,28.9,
2277,4.4,73.0,39.0,27.9,
2278,4.6,77.0,42.0,35.0,
2279,5.0,78.0,43.0,32.6,
2280,5.1,78.0,43.0,31.5,
2281,5.1,72.0,41.0,13.6,
2282,5.1,65.0,36.0,17.6,
2283,40.5,60.0,34.0,27.2,
2284,29.5,60.0,34.0,21.5,
2285,22.5,63.0,35.0,19.8,
2286,18.2,68.0,37.0,20.7,
2287,15.3,70.0,38.0,20.9,
2288,13.3,69.0,39.0,20.2,
2289,11.6,70.0,40.0,21.3,
2290,8.8,72.0,42.0,22.1,
2291,8.8,75.0,43.0,22.1,
2292,4.5,76.0,46.0,22.7,
2293,4.6,78.0,47.0,21.6,
2294,3.8,76.0,45.0,15.8,
2295,3.1,72.0,43.0,16.2,
2296,3.3,76.0,42.0,16.5,
2297,3.1,80.0,44.0,18.1,
2298,3.5,84.0,48.0,19.7,
2299,3.5,90.0,52.0,18.2,
2300,3.5,90.0,51.0,16.3,
2301,3.8,88.0,47.0,20.0,
2302,3.9,84.0,44.0,22.6,
2303,4.0,81.0,42.0,16.0,
2304,4.0,78.0,39.0,13.5,
2305,4.0,76.0,39.0,15.7,
2306,4.0,78.0,39.0,10.9,
2307,42.1,78.0,37.0,17.9,
2308,30.5,78.0,37.0,19.4,
2309,22.9,78.0,36.0,15.7,
2310,17.7,76.0,35.0,13.5,
2311,14.1,74.0,34.0,14.2,
2312,11.6,72.0,33.0,14.1,
2313,9.9,72.0,34.0,14.5,
2314,9.9,72.0,36.0,14.5,
2315,3.8,72.0,35.0,10.0,
2316,3.9,70.0,36.0,9.8,
2317,3.6,68.0,34.0,8.1,
2318,3.5,64.0,32.0,7.5,
2319,3.3,62.0,31.0,9.1,
2320,3.5,58.0,29.0,11.8,
2321,3.8,57.0,29.0,13.4,
2322,3.4,56.0,29.0,12.4,
2323,3.1,56.0,29.0,10.0,
2324,3.1,59.0,29.0,8.6,
2325,3.1,60.0,28.0,9.6,
2326,3.0,66.0,28.0,7.7,
2327,3.0,68.0,29.0,5.9,
2328,3.3,69.0,30.0,6.0,
2329,2.9,68.0,29.0,5.2,
2330,3.1,64.0,28.0,4.5,
2331,3.0,60.0,25.0,4.1,
2332,2.9,56.0,22.0,4.2,
2333,2.9,52.0,20.0,5.4,
2334,2.9,48.0,19.0,8.8,
2335,3.0,48.0,18.0,14.4,
2336,2.9,46.0,19.0,13.5,
2337,2.9,46.0,19.0,13.5,
2338,2.9,46.0,19.0,13.5,
2339,3.3,41.0,17.0,12.9,
2340,3.3,41.0,17.0,12.9,
2341,3.8,39.0,14.0,15.2,
2342,3.6,38.0,15.0,14.0,
2343,4.0,42.0,16.0,16.8,
2344,4.2,42.0,17.0,22.5,
2345,4.0,44.0,19.0,28.9,
2346,3.6,46.0,19.0,26.4,
2347,4.0,47.0,22.0,27.3,
2348,3.8,50.0,22.0,18.2,
2349,3.9,51.0,23.0,16.2,
2350,4.0,56.0,26.0,14.1,
2351,4.1,58.0,27.0,12.9,
2352,3.9,60.0,30.0,9.8,
2353,3.5,62.0,31.0,11.5,
2354,3.9,64.0,32.0,8.9,
2355,3.5,66.0,33.0,5.6,
2356,3.3,68.0,33.0,4.6,
2357,3.3,68.0,34.0,7.1,
2358,3.3,72.0,35.0,9.6,
2359,3.4,74.0,37.0,13.0,
2360,3.4,74.0,38.0,17.2,
2361,3.8,74.0,40.0,15.0,
2362,3.9,72.0,40.0,12.9,
2363,3.9,71.0,38.0,9.2,
2364,3.6,72.0,38.0,7.3,
2365,3.6,72.0,36.0,7.0,
2366,3.4,72.0,38.0,6.7,
2367,3.5,72.0,39.0,8.3,
2368,3.4,73.0,41.0,11.2,
2369,3.4,75.0,44.0,14.1,
2370,3.5,76.0,45.0,16.1,
2371,3.5,82.0,48.0,11.4,
2372,3.3,84.0,49.0,7.7,
2373,3.0,85.0,49.0,6.6,
2374,3.1,88.0,48.0,7.0,
2375,3.4,86.0,47.0,8.7,
2376,3.4,88.0,46.0,8.2,
2377,3.5,86.0,46.0,5.9,
2378,3.6,84.0,46.0,4.9,
2379,3.6,82.0,44.0,4.5,
2380,3.6,76.0,43.0,4.1,
2381,3.6,72.0,41.0,5.4,
2382,3.5,70.0,38.0,6.2,
2383,3.4,66.0,36.0,6.1,
2384,3.3,64.0,34.0,6.5,
2385,3.4,62.0,33.0,7.2,
2386,3.5,60.0,31.0,7.8,
2387,3.9,58.0,30.0,8.7,
2388,10.4,59.0,30.0,13.9,
2389,4.6,58.0,28.0,4.6,
2390,3.8,56.0,27.0,4.2,
2391,3.9,54.0,26.0,4.5,
2392,3.3,52.0,24.0,4.4,
2393,3.1,50.0,23.0,4.9,
2394,3.4,51.0,26.0,6.5,
2395,3.5,52.0,26.0,7.2,
2396,3.1,54.0,26.0,3.9,
2397,3.6,56.0,26.0,5.4,
2398,3.3,56.0,24.0,4.1,
2399,3.0,56.0,24.0,3.3,
2400,3.3,57.0,24.0,3.1,
2401,2.9,58.0,24.0,1.5,
2402,3.1,58.0,24.0,2.9,
2403,2.9,60.0,24.0,2.3,
2404,3.4,59.0,24.0,5.7,
2405,3.1,60.0,25.0,6.5,
2406,3.3,62.0,23.0,9.7,
2407,3.4,62.0,26.0,17.1,
2408,3.5,66.0,28.0,16.6,
2409,4.2,70.0,31.0,15.3,
2410,4.4,71.0,34.0,13.1,
2411,4.4,73.0,35.0,13.3,
2412,4.1,74.0,36.0,11.6,
2413,4.0,70.0,36.0,10.4,
2414,4.0,70.0,38.0,9.2,
2415,4.1,69.0,36.0,10.9,
2416,4.2,65.0,34.0,11.9,
2417,4.1,62.0,32.0,16.1,
2418,4.0,58.0,29.0,16.7,
2419,4.0,54.0,27.0,15.7,
2420,3.9,52.0,26.0,14.6,
2421,4.0,48.0,25.0,14.9,
2422,4.1,46.0,23.0,13.9,
2423,4.2,44.0,22.0,13.7,
2424,4.0,42.0,21.0,11.6,
2425,4.0,41.0,18.0,9.8,
2426,4.6,40.0,17.0,12.9,
2427,4.2,40.0,16.0,12.8,
2428,4.1,40.0,16.0,12.4,
2429,3.9,38.0,16.0,13.5,
2430,3.9,38.0,17.0,18.7,
2431,3.8,36.0,16.0,23.5,
2432,4.7,34.0,16.0,20.9,
2433,5.2,36.0,16.0,15.7,
2434,4.7,36.0,16.0,11.9,
2435,4.5,37.0,16.0,8.6,
2436,4.0,38.0,16.0,4.5,
2437,3.6,36.0,16.0,3.1,
2438,3.6,38.0,16.0,4.0,
2439,3.6,39.0,16.0,5.0,
2440,3.6,40.0,16.0,5.6,
2441,3.5,42.0,17.0,11.5,
2442,3.6,42.0,18.0,16.1,
2443,3.9,41.0,17.0,16.1,
2444,3.9,41.0,18.0,15.5,
2445,4.0,42.0,19.0,16.2,
2446,4.0,42.0,19.0,17.6,
2447,3.6,43.0,20.0,15.7,
2448,3.3,42.0,20.0,13.3,
2449,3.0,40.0,19.0,11.3,
2450,3.5,40.0,18.0,10.4,
2451,3.5,39.0,18.0,8.1,
2452,3.5,38.0,18.0,10.0,
2453,3.3,38.0,18.0,10.8,
2454,3.3,40.0,18.0,16.6,
2455,3.6,40.0,18.0,23.2,
2456,3.6,40.0,18.0,16.3,
2457,3.5,40.0,19.0,10.7,
2458,3.6,38.0,19.0,8.1,
2459,4.0,38.0,19.0,9.4,
2460,3.8,42.0,21.0,7.5,
2461,3.8,45.0,23.0,5.1,
2462,3.9,49.0,26.0,6.6,
2463,3.9,52.0,28.0,7.5,
2464,4.0,54.0,29.0,8.9,
2465,3.6,56.0,28.0,14.5,
2466,3.6,54.0,28.0,18.2,
2467,3.6,52.0,27.0,23.2,
2468,3.8,50.0,26.0,23.6,
2469,4.0,50.0,26.0,24.8,
2470,3.9,49.0,25.0,19.5,
2471,3.6,48.0,23.0,17.4,
2472,3.5,46.0,21.0,10.3,
2473,3.8,42.0,19.0,8.1,
2474,3.8,41.0,17.0,9.8,
2475,4.0,39.0,16.0,14.5,
2476,3.9,40.0,15.0,20.8,
2477,3.8,40.0,16.0,20.0,
2478,4.2,39.0,15.0,19.3,
2479,4.5,40.0,17.0,16.7,
2480,4.4,40.0,17.0,12.5,
2481,4.1,36.0,15.0,11.0,
2482,4.4,33.0,14.0,11.3,
2483,4.4,30.0,13.0,10.9,
2484,4.1,32.0,13.0,6.0,
2485,4.1,35.0,14.0,4.7,
2486,4.0,36.0,15.0,3.8,
2487,3.9,40.0,17.0,4.9,
2488,4.0,40.0,17.0,7.2,
2489,4.1,40.0,17.0,9.9,
2490,3.4,36.0,13.0,6.3,
2491,3.6,38.0,12.0,7.5,
2492,3.5,39.0,10.0,7.5,
2493,3.5,40.0,10.0,8.8,
2494,3.6,40.0,11.0,11.3,
2495,3.8,38.0,12.0,12.3,
2496,4.0,38.0,13.0,10.4,
2497,3.9,39.0,13.0,7.5,
2498,4.0,40.0,14.0,6.1,
2499,3.9,40.0,14.0,5.1,
2500,3.6,38.0,13.0,3.5,
2501,3.3,38.0,12.0,3.1,
2502,3.1,36.0,11.0,4.0,
2503,3.0,35.0,11.0,5.1,
2504,3.0,33.0,11.0,6.1,
2505,3.0,30.0,10.0,6.7,
2506,3.1,30.0,10.0,6.1,
2507,3.4,29.0,10.0,5.5,
2508,3.5,27.0,9.0,5.0,
2509,3.9,26.0,10.0,5.0,
2510,3.6,24.0,9.0,3.8,
2511,3.6,24.0,9.0,5.0,
2512,3.8,26.0,10.0,7.1,
2513,3.5,27.0,10.0,9.8,
2514,3.5,28.0,11.0,11.8,
2515,3.5,26.0,10.0,12.3,
2516,3.4,25.0,10.0,10.4,
2517,3.4,24.0,9.0,8.6,
2518,3.3,22.0,7.0,7.9,
2519,3.3,20.0,6.0,7.1,
2520,3.3,21.0,5.0,6.1,
2521,3.4,20.0,5.0,5.1,
2522,3.4,21.0,5.0,4.4,
2523,3.4,20.0,5.0,3.9,
2524,3.3,18.0,4.0,3.5,
2525,3.4,17.0,3.0,4.0,
2526,3.5,16.0,3.0,6.6,
2527,3.4,16.0,3.0,9.2,
2528,3.6,18.0,4.0,9.3,
2529,3.6,19.0,4.0,7.6,
2530,4.0,20.0,4.0,8.2,
2531,4.0,20.0,5.0,10.9,
2532,6.2,22.0,7.0,16.7,
2533,5.7,24.0,9.0,11.0,
2534,3.8,26.0,10.0,5.1,
2535,3.6,29.0,10.0,6.1,
2536,3.5,30.0,11.0,5.7,
2537,3.6,30.0,11.0,7.9,
2538,3.1,34.0,13.0,7.1,
2539,3.1,34.0,13.0,8.6,
2540,3.1,34.0,13.0,9.6,
2541,3.1,34.0,12.0,15.1,
2542,3.9,36.0,11.0,15.2,
2543,3.6,36.0,11.0,5.2,
2544,3.9,38.0,11.0,4.4,
2545,3.1,40.0,11.0,1.8,
2546,3.3,39.0,12.0,2.0,
2547,3.3,40.0,12.0,2.6,
2548,3.4,40.0,13.0,2.8,
2549,3.4,42.0,14.0,3.3,
2550,3.1,40.0,14.0,4.2,
2551,3.3,42.0,14.0,5.4,
2552,3.3,40.0,15.0,5.1,
2553,3.4,41.0,16.0,6.3,
2554,3.3,44.0,18.0,5.6,
2555,3.1,42.0,19.0,4.2,
2556,3.3,40.0,17.0,4.7,
2557,3.1,39.0,15.0,4.1,
2558,3.1,36.0,14.0,5.6,
2559,3.1,34.0,13.0,6.8,
2560,3.3,32.0,12.0,9.8,
2561,3.0,32.0,11.0,11.4,
2562,3.1,30.0,10.0,10.2,
2563,3.0,28.0,9.0,9.7,
2564,3.0,28.0,8.0,9.3,
2565,3.1,26.0,7.0,8.3,
2566,3.1,24.0,6.0,8.8,
2567,3.1,24.0,7.0,5.5,
2568,3.0,23.0,7.0,3.9,
2569,2.8,23.0,7.0,3.9,
2570,3.0,24.0,7.0,0.7,
2571,2.9,22.0,6.0,0.8,
2572,2.8,24.0,6.0,0.7,
2573,2.9,22.0,6.0,1.4,
2574,2.9,22.0,6.0,2.9,
2575,3.0,22.0,6.0,6.2,
2576,3.0,22.0,7.0,6.2,
2577,3.1,22.0,6.0,8.2,
2578,3.1,23.0,7.0,10.3,
2579,3.3,22.0,6.0,10.3,
2580,3.5,21.0,6.0,8.3,
2581,3.5,21.0,6.0,7.2,
2582,3.6,23.0,7.0,7.0,
2583,3.5,24.0,8.0,7.3,
2584,3.6,26.0,10.0,10.9,
2585,3.6,27.0,10.0,11.0,
2586,3.6,27.0,10.0,9.2,
2587,3.3,28.0,10.0,8.1,
2588,3.4,28.0,10.0,9.8,
2589,3.3,27.0,10.0,8.3,
2590,3.4,28.0,12.0,5.2,
2591,3.4,28.0,13.0,6.7,
2592,3.5,28.0,14.0,6.5,
2593,3.3,28.0,15.0,3.6,
2594,3.3,29.0,14.0,4.0,
2595,3.3,30.0,14.0,3.8,
2596,3.3,28.0,13.0,4.5,
2597,3.3,28.0,13.0,2.9,
2598,3.1,26.0,13.0,3.4,
2599,3.4,25.0,13.0,9.9,
2600,3.6,24.0,12.0,13.1,
2601,3.8,25.0,12.0,11.2,
2602,3.8,24.0,11.0,9.2,
2603,3.8,24.0,10.0,13.4,
2604,3.9,25.0,10.0,13.0,
2605,3.8,24.0,11.0,11.6,
2606,3.9,24.0,11.0,14.6,
2607,4.0,24.0,12.0,17.4,
2608,3.9,23.0,12.0,19.5,
2609,4.0,24.0,12.0,22.6,
2610,3.8,24.0,12.0,20.3,
2611,3.9,24.0,11.0,20.8,
2612,3.6,26.0,13.0,19.2,
2613,3.9,28.0,15.0,22.0,
2614,4.0,30.0,17.0,21.6,
2615,3.9,36.0,19.0,21.8,
2616,3.9,37.0,19.0,21.9,
2617,3.9,38.0,20.0,15.5,
2618,4.0,40.0,21.0,9.3,
2619,3.6,38.0,20.0,6.0,
2620,3.6,38.0,18.0,11.4,
2621,3.8,37.0,16.0,11.4,
2622,4.0,36.0,16.0,15.8,
2623,4.1,36.0,17.0,16.1,
2624,4.0,37.0,18.0,16.0,
2625,4.2,37.0,20.0,13.3,
2626,4.1,38.0,21.0,10.0,
2627,4.2,38.0,19.0,9.1,
2628,4.1,35.0,18.0,9.9,
2629,4.0,36.0,16.0,9.4,
2630,4.1,34.0,14.0,11.9,
2631,3.9,34.0,14.0,8.3,
2632,3.6,36.0,14.0,6.3,
2633,3.5,34.0,15.0,8.8,
2634,3.5,35.0,14.0,8.3,
2635,3.4,33.0,14.0,5.5,
2636,3.3,29.0,12.0,4.7,
2637,3.3,28.0,10.0,5.0,
2638,3.1,24.0,9.0,4.6,
2639,3.3,23.0,8.0,4.7,
2640,3.5,23.0,7.0,3.3,
2641,3.4,22.0,7.0,3.6,
2642,3.6,21.0,7.0,5.0,
2643,3.8,22.0,8.0,6.5,
2644,3.6,24.0,9.0,3.5,
2645,3.5,24.0,9.0,4.0,
2646,3.6,25.0,10.0,5.5,
2647,3.9,27.0,10.0,8.9,
2648,4.1,28.0,11.0,9.7,
2649,4.2,31.0,15.0,9.6,
2650,4.4,37.0,20.0,11.2,
2651,4.4,41.0,24.0,10.2,
2652,4.5,46.0,28.0,10.5,
2653,4.4,50.0,33.0,10.9,
2654,4.1,52.0,35.0,11.5,
2655,4.4,54.0,36.0,13.4,
2656,4.4,56.0,34.0,16.0,
2657,4.2,56.0,35.0,19.9,
2658,4.6,56.0,35.0,23.1,
2659,4.0,57.0,36.0,14.9,
2660,3.9,59.0,40.0,11.0,
2661,4.0,58.0,38.0,12.6,
2662,3.9,57.0,36.0,10.5,
2663,3.9,54.0,34.0,7.6,
2664,3.9,51.0,31.0,6.6,
2665,3.8,46.0,29.0,4.1,
2666,4.0,42.0,25.0,3.8,
2667,3.8,37.0,23.0,4.6,
2668,4.0,34.0,21.0,5.6,
2669,4.0,34.0,18.0,4.7,
2670,3.8,34.0,17.0,7.6,
2671,3.9,32.0,16.0,13.7,
2672,3.9,30.0,15.0,8.2,
2673,3.9,31.0,15.0,7.0,
2674,3.9,29.0,15.0,8.1,
2675,3.9,30.0,14.0,6.0,
2676,3.6,30.0,14.0,5.0,
2677,3.6,30.0,13.0,3.8,
2678,3.5,30.0,13.0,5.5,
2679,3.5,30.0,13.0,3.6,
2680,3.5,29.0,11.0,6.7,
2681,3.4,28.0,11.0,8.7,
2682,3.5,28.0,12.0,5.2,
2683,3.4,30.0,13.0,5.1,
2684,3.4,32.0,15.0,4.5,
2685,3.8,34.0,17.0,5.5,
2686,3.8,34.0,19.0,5.9,
2687,3.9,36.0,20.0,4.7,
2688,3.9,36.0,20.0,2.9,
2689,4.5,37.0,20.0,1.7,
2690,4.6,38.0,20.0,2.9,
2691,4.1,40.0,21.0,2.9,
2692,4.1,44.0,24.0,3.6,
2693,4.5,46.0,27.0,4.7,
2694,4.5,48.0,29.0,7.1,
2695,4.6,51.0,31.0,9.6,
2696,5.4,57.0,35.0,11.3,
2697,5.1,60.0,39.0,12.4,
2698,5.2,62.0,41.0,13.1,
2699,4.6,60.0,42.0,11.3,
2700,4.6,56.0,39.0,12.1,
2701,4.5,54.0,37.0,9.7,
2702,4.1,55.0,38.0,8.7,
2703,4.1,58.0,38.0,9.4,
2704,4.2,58.0,40.0,9.8,
2705,4.4,59.0,39.0,10.4,
2706,4.1,58.0,37.0,5.2,
2707,4.0,52.0,35.0,3.5,
2708,3.9,48.0,30.0,3.1,
2709,3.8,44.0,26.0,3.3,
2710,3.5,40.0,23.0,2.3,
2711,3.5,38.0,21.0,2.3,
2712,3.6,34.0,19.0,2.4,
2713,3.1,32.0,18.0,0.2,
2714,3.3,30.0,16.0,0.1,
2715,3.3,28.0,13.0,0.1,
2716,3.0,26.0,11.0,0.1,
2717,3.0,24.0,9.0,0.1,
2718,2.9,22.0,7.0,0.1,
2719,3.0,22.0,6.0,0.8,
2720,3.3,20.0,5.0,6.0,
2721,3.4,20.0,6.0,6.0,
2722,3.5,18.0,6.0,6.5,
2723,3.4,18.0,6.0,6.7,
2724,3.5,18.0,7.0,7.0,
2725,3.6,18.0,7.0,6.1,
2726,3.8,20.0,6.0,7.5,
2727,3.8,20.0,7.0,7.3,
2728,3.6,21.0,7.0,6.7,
2729,3.5,22.0,6.0,8.1,
2730,3.6,22.0,7.0,6.5,
2731,3.5,22.0,8.0,5.9,
2732,3.5,22.0,8.0,6.6,
2733,3.6,22.0,9.0,7.7,
2734,3.6,22.0,8.0,6.2,
2735,3.6,22.0,7.0,7.0,
2736,3.6,21.0,7.0,6.2,
2737,3.5,21.0,6.0,3.5,
2738,3.4,22.0,6.0,3.1,
2739,3.3,21.0,6.0,2.8,
2740,3.1,20.0,6.0,3.3,
2741,3.5,20.0,7.0,4.9,
2742,3.6,20.0,8.0,7.0,
2743,3.8,22.0,9.0,8.8,
2744,3.9,24.0,10.0,11.3,
2745,3.8,24.0,11.0,11.6,
2746,3.9,25.0,11.0,13.4,
2747,3.9,25.0,11.0,13.3,
2748,4.0,26.0,11.0,13.3,
2749,3.9,26.0,12.0,9.9,
2750,4.0,26.0,12.0,8.4,
2751,4.0,24.0,13.0,7.9,
2752,4.1,26.0,14.0,8.9,
2753,4.0,25.0,14.0,8.7,
2754,4.0,26.0,16.0,8.7,
2755,4.0,30.0,16.0,8.6,
2756,3.9,29.0,17.0,7.5,
2757,4.0,31.0,17.0,7.9,
2758,4.0,32.0,18.0,8.3,
2759,4.0,32.0,19.0,8.3,
2760,4.0,32.0,19.0,8.1,
2761,3.8,31.0,20.0,4.7,
2762,3.6,32.0,20.0,4.2,
2763,3.5,32.0,20.0,4.5,
2764,3.8,32.0,20.0,4.5,
2765,3.8,32.0,21.0,5.1,
2766,3.9,32.0,22.0,5.5,
2767,3.9,33.0,21.0,10.3,
2768,4.2,34.0,21.0,12.0,
2769,4.4,34.0,21.0,9.9,
2770,4.4,34.0,21.0,9.7,
2771,4.1,35.0,20.0,8.4,
2772,4.1,36.0,20.0,6.5,
2773,4.0,36.0,20.0,9.2,
2774,3.8,36.0,20.0,6.8,
2775,3.8,36.0,20.0,6.7,
2776,4.1,36.0,20.0,10.5,
2777,4.0,36.0,20.0,9.6,
2778,4.0,36.0,20.0,13.9,
2779,4.1,37.0,21.0,12.9,
2780,4.4,38.0,22.0,14.0,
2781,4.6,38.0,22.0,16.0,
2782,4.6,39.0,22.0,13.0,
2783,4.4,40.0,23.0,10.0,
2784,4.5,40.0,24.0,9.3,
2785,4.1,42.0,25.0,9.3,
2786,4.4,40.0,25.0,8.3,
2787,4.1,40.0,25.0,8.2,
2788,4.4,40.0,24.0,13.9,
2789,4.1,40.0,24.0,10.5,
2790,4.2,40.0,24.0,17.0,
2791,4.2,40.0,25.0,27.4,
2792,4.2,42.0,26.0,30.1,
2793,4.1,42.0,25.0,33.2,
2794,4.2,44.0,27.0,30.5,
2795,4.9,44.0,28.0,32.0,
2796,5.5,46.0,30.0,29.0,
2797,4.4,48.0,30.0,25.1,
2798,4.1,48.0,29.0,29.9,
2799,4.7,49.0,28.0,36.9,
2800,4.5,49.0,28.0,36.4,
2801,4.4,49.0,29.0,31.0,
2802,3.9,50.0,30.0,30.5,
2803,4.0,52.0,31.0,31.9,
2804,4.0,52.0,32.0,31.1,
2805,4.1,51.0,31.0,28.9,
2806,4.0,50.0,30.0,26.8,
2807,4.0,48.0,28.0,25.7,
2808,3.9,48.0,27.0,25.6,
2809,3.1,45.0,25.0,3.0,
2810,3.3,42.0,22.0,8.2,
2811,3.4,37.0,20.0,8.7,
2812,3.3,34.0,17.0,8.6,
2813,3.3,30.0,16.0,10.7,
2814,3.3,28.0,15.0,12.9,
2815,3.3,27.0,15.0,19.8,
2816,3.4,26.0,13.0,20.5,
2817,3.5,26.0,12.0,17.4,
2818,3.6,27.0,12.0,15.6,
2819,3.6,26.0,12.0,15.1,
2820,3.4,26.0,12.0,14.1,
2821,3.9,26.0,11.0,13.1,
2822,3.9,25.0,11.0,13.9,
2823,4.1,26.0,13.0,18.3,
2824,4.5,27.0,14.0,23.0,
2825,4.4,28.0,16.0,29.8,
2826,4.7,32.0,18.0,34.8,
2827,4.9,34.0,19.0,34.1,
2828,4.4,36.0,21.0,31.9,
2829,4.4,37.0,22.0,35.3,
2830,4.2,37.0,24.0,34.8,
2831,4.4,38.0,26.0,30.4,
2832,4.7,38.0,27.0,30.5,
2833,4.6,41.0,28.0,26.8,
2834,5.5,44.0,28.0,27.2,
2835,5.4,46.0,30.0,25.1,
2836,5.7,48.0,31.0,25.3,
2837,6.0,50.0,32.0,28.4,
2838,6.2,51.0,34.0,27.4,
2839,6.2,54.0,36.0,28.5,
2840,6.2,56.0,38.0,31.5,
2841,7.9,60.0,42.0,32.1,
2842,7.3,64.0,43.0,20.8,
2843,6.2,62.0,43.0,18.1,
