,SO2,CO,O3,PM10,PM25,NO2,pr
480,2.7,0.67,45.0,30.0,9.0,8.8,
481,2.6,0.68,44.0,30.0,9.0,6.8,
482,2.1,0.69,42.0,30.0,8.0,3.2,
483,1.7,0.69,41.0,26.0,7.0,2.1,
484,2.2,0.7,39.0,24.0,7.0,4.1,
485,2.6,0.7,37.0,22.0,6.0,7.0,
486,2.1,0.7,36.0,20.0,5.0,2.5,
487,2.0,0.7,35.0,20.0,4.0,5.0,
488,3.2,0.69,34.0,19.0,4.0,8.8,
489,5.3,0.69,32.0,18.0,3.0,10.6,
490,2.3,0.68,32.0,18.0,3.0,4.9,
491,2.3,0.68,32.0,18.0,3.0,4.4,
492,2.0,0.69,32.0,18.0,4.0,5.9,
493,1.8,0.68,33.0,18.0,5.0,7.6,
494,2.0,0.68,34.0,20.0,6.0,9.1,
495,2.5,0.68,35.0,22.0,5.0,8.7,
496,2.6,0.67,36.0,23.0,5.0,7.7,
497,3.5,0.67,39.0,26.0,5.0,10.2,
498,3.6,0.67,41.0,31.0,7.0,12.0,
499,3.0,0.67,43.0,34.0,9.0,11.1,
500,2.3,0.67,44.0,38.0,12.0,13.1,
501,2.5,0.67,45.0,42.0,14.0,16.8,
502,2.6,0.67,45.0,42.0,14.0,15.9,
503,3.9,0.68,46.0,42.0,14.0,17.1,
504,3.2,0.7,47.0,43.0,14.0,11.2,
505,2.5,0.71,48.0,42.0,16.0,8.6,
506,2.5,0.72,49.0,40.0,16.0,6.8,
507,2.2,0.72,50.0,40.0,18.0,5.9,
508,2.3,0.72,51.0,40.0,19.0,4.3,
509,2.3,0.72,52.0,41.0,18.0,4.6,
510,3.9,0.69,53.0,42.0,17.0,5.8,
511,3.1,0.67,54.0,43.0,17.0,4.3,
